WifeAge,WifeEdu,HusbandEdu,NumChildren,WifeReligion,WifeWorking,HusbandOccupation,StandardOfLivingIndex,MediaExposure,ContraceptiveMethod
47,LevelFour,LevelFour,2,Islam,No,LevelOne,LevelFour,Good,no
28,LevelFour,LevelFour,3,NonIslam,No,LevelOne,LevelFour,Good,no
26,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelFour,Good,no
29,LevelOne,LevelTwo,7,Islam,No,LevelTwo,LevelFour,Good,no
29,LevelFour,LevelTwo,0,Islam,Yes,LevelTwo,LevelTwo,Good,no
25,LevelThree,LevelThree,1,Islam,No,LevelThree,LevelFour,Good,no
24,LevelTwo,LevelFour,2,Islam,No,LevelThree,LevelFour,Good,no
23,LevelFour,LevelFour,1,Islam,Yes,LevelTwo,LevelFour,Good,no
23,LevelFour,LevelFour,2,Islam,Yes,LevelThree,LevelThree,Good,no
44,LevelOne,LevelTwo,2,Islam,No,LevelTwo,LevelFour,Good,no
39,LevelThree,LevelFour,6,Islam,No,LevelOne,LevelFour,Good,no
21,LevelThree,LevelThree,0,Islam,No,LevelTwo,LevelTwo,Good,no
22,LevelThree,LevelFour,2,Islam,No,LevelTwo,LevelThree,Good,no
47,LevelThree,LevelFour,3,Islam,No,LevelTwo,LevelThree,Good,no
36,LevelThree,LevelThree,2,Islam,Yes,LevelTwo,LevelFour,Good,no
25,LevelOne,LevelFour,2,Islam,Yes,LevelThree,LevelThree,NotGood,no
40,LevelFour,LevelFour,2,Islam,No,LevelThree,LevelFour,Good,no
36,LevelTwo,LevelTwo,0,NonIslam,Yes,LevelThree,LevelThree,Good,no
37,LevelTwo,LevelThree,5,NonIslam,Yes,LevelTwo,LevelFour,Good,no
28,LevelOne,LevelFour,2,Islam,Yes,LevelTwo,LevelThree,Good,no
30,LevelThree,LevelThree,5,Islam,Yes,LevelThree,LevelFour,Good,no
16,LevelThree,LevelFour,1,Islam,No,LevelThree,LevelThree,Good,no
32,LevelTwo,LevelThree,4,NonIslam,No,LevelTwo,LevelFour,Good,no
40,LevelFour,LevelFour,3,NonIslam,No,LevelThree,LevelFour,Good,no
40,LevelOne,LevelOne,2,Islam,Yes,LevelThree,LevelFour,Good,no
45,LevelThree,LevelFour,2,NonIslam,No,LevelOne,LevelFour,Good,no
21,LevelOne,LevelThree,0,Islam,Yes,LevelThree,LevelFour,NotGood,no
28,LevelFour,LevelFour,1,NonIslam,No,LevelOne,LevelThree,Good,no
25,LevelFour,LevelFour,1,NonIslam,No,LevelTwo,LevelThree,Good,no
44,LevelOne,LevelThree,4,Islam,No,LevelThree,LevelThree,NotGood,no
35,LevelFour,LevelFour,2,NonIslam,No,LevelThree,LevelFour,Good,no
49,LevelFour,LevelFour,4,Islam,No,LevelThree,LevelFour,Good,no
39,LevelThree,LevelFour,1,NonIslam,No,LevelThree,LevelFour,Good,no
32,LevelThree,LevelFour,1,NonIslam,No,LevelTwo,LevelFour,Good,no
35,LevelOne,LevelTwo,0,Islam,Yes,LevelFour,LevelFour,Good,no
21,LevelOne,LevelTwo,1,Islam,Yes,LevelThree,LevelFour,Good,no
47,LevelFour,LevelFour,1,NonIslam,No,LevelOne,LevelFour,Good,no
27,LevelFour,LevelFour,1,NonIslam,No,LevelThree,LevelFour,Good,no
31,LevelTwo,LevelTwo,8,Islam,No,LevelTwo,LevelTwo,NotGood,no
34,LevelFour,LevelThree,0,NonIslam,Yes,LevelThree,LevelThree,Good,no
30,LevelFour,LevelFour,3,Islam,Yes,LevelTwo,LevelFour,Good,no
25,LevelFour,LevelFour,0,Islam,Yes,LevelTwo,LevelFour,Good,no
28,LevelThree,LevelFour,3,Islam,No,LevelTwo,LevelOne,Good,no
30,LevelTwo,LevelThree,4,Islam,Yes,LevelThree,LevelTwo,Good,no
42,LevelThree,LevelThree,8,Islam,No,LevelFour,LevelThree,Good,no
23,LevelFour,LevelFour,0,NonIslam,No,LevelTwo,LevelFour,Good,no
45,LevelThree,LevelFour,3,NonIslam,No,LevelThree,LevelFour,Good,no
21,LevelFour,LevelFour,1,Islam,No,LevelThree,LevelThree,Good,no
28,LevelFour,LevelFour,1,NonIslam,No,LevelTwo,LevelFour,Good,no
33,LevelFour,LevelFour,1,NonIslam,Yes,LevelThree,LevelFour,Good,no
32,LevelOne,LevelTwo,4,Islam,No,LevelThree,LevelTwo,NotGood,no
25,LevelTwo,LevelTwo,3,Islam,No,LevelThree,LevelThree,Good,no
25,LevelThree,LevelThree,1,Islam,No,LevelThree,LevelOne,Good,no
19,LevelTwo,LevelTwo,2,Islam,No,LevelThree,LevelOne,Good,no
40,LevelOne,LevelTwo,6,Islam,No,LevelThree,LevelOne,NotGood,no
24,LevelTwo,LevelTwo,2,Islam,No,LevelThree,LevelOne,NotGood,no
32,LevelTwo,LevelTwo,1,Islam,No,LevelTwo,LevelOne,Good,no
35,LevelTwo,LevelThree,8,Islam,No,LevelThree,LevelTwo,Good,no
27,LevelTwo,LevelTwo,1,Islam,Yes,LevelThree,LevelTwo,NotGood,no
23,LevelTwo,LevelFour,2,Islam,No,LevelOne,LevelFour,Good,no
22,LevelTwo,LevelFour,4,Islam,No,LevelThree,LevelFour,Good,no
49,LevelTwo,LevelThree,0,Islam,No,LevelOne,LevelTwo,Good,no
25,LevelTwo,LevelThree,0,Islam,No,LevelTwo,LevelFour,Good,no
18,LevelThree,LevelFour,1,Islam,No,LevelThree,LevelOne,Good,no
43,LevelThree,LevelThree,4,Islam,No,LevelTwo,LevelFour,Good,no
37,LevelOne,LevelThree,0,Islam,No,LevelThree,LevelFour,Good,no
30,LevelTwo,LevelThree,2,Islam,Yes,LevelTwo,LevelFour,Good,no
29,LevelThree,LevelTwo,0,Islam,No,LevelTwo,LevelTwo,Good,no
20,LevelTwo,LevelThree,3,Islam,No,LevelThree,LevelFour,Good,no
42,LevelThree,LevelThree,3,Islam,Yes,LevelTwo,LevelFour,Good,no
23,LevelFour,LevelFour,1,Islam,No,LevelTwo,LevelThree,Good,no
34,LevelTwo,LevelThree,7,Islam,Yes,LevelThree,LevelThree,Good,no
23,LevelThree,LevelThree,6,Islam,No,LevelThree,LevelThree,Good,no
38,LevelThree,LevelThree,5,Islam,No,LevelOne,LevelFour,Good,no
37,LevelTwo,LevelThree,4,Islam,No,LevelTwo,LevelThree,Good,no
17,LevelTwo,LevelThree,1,Islam,No,LevelThree,LevelTwo,Good,no
39,LevelThree,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,no
49,LevelOne,LevelThree,0,Islam,No,LevelThree,LevelThree,NotGood,no
23,LevelThree,LevelThree,2,Islam,No,LevelTwo,LevelTwo,Good,no
40,LevelThree,LevelThree,3,Islam,No,LevelTwo,LevelTwo,NotGood,no
32,LevelTwo,LevelFour,5,Islam,No,LevelTwo,LevelThree,Good,no
18,LevelTwo,LevelThree,1,Islam,No,LevelTwo,LevelThree,Good,no
46,LevelOne,LevelTwo,8,Islam,No,LevelThree,LevelThree,NotGood,no
37,LevelThree,LevelThree,6,Islam,No,LevelTwo,LevelTwo,Good,no
38,LevelTwo,LevelFour,5,NonIslam,No,LevelTwo,LevelTwo,Good,no
37,LevelTwo,LevelThree,2,NonIslam,Yes,LevelThree,LevelThree,Good,no
25,LevelTwo,LevelThree,1,Islam,Yes,LevelTwo,LevelOne,Good,no
38,LevelTwo,LevelFour,5,Islam,No,LevelThree,LevelThree,Good,no
39,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelFour,Good,no
44,LevelFour,LevelFour,3,Islam,Yes,LevelOne,LevelFour,NotGood,no
19,LevelFour,LevelFour,0,NonIslam,No,LevelThree,LevelFour,Good,no
28,LevelTwo,LevelFour,1,Islam,Yes,LevelThree,LevelFour,Good,no
20,LevelTwo,LevelThree,1,Islam,No,LevelThree,LevelFour,Good,no
33,LevelFour,LevelFour,0,Islam,Yes,LevelThree,LevelThree,Good,no
33,LevelFour,LevelFour,5,Islam,No,LevelThree,LevelFour,Good,no
47,LevelOne,LevelFour,6,Islam,No,LevelOne,LevelFour,Good,no
25,LevelThree,LevelThree,0,Islam,No,LevelThree,LevelFour,Good,no
29,LevelFour,LevelFour,0,Islam,Yes,LevelTwo,LevelFour,Good,no
37,LevelFour,LevelFour,2,NonIslam,No,LevelOne,LevelFour,Good,no
49,LevelOne,LevelThree,6,Islam,No,LevelTwo,LevelFour,Good,no
48,LevelOne,LevelOne,8,Islam,Yes,LevelTwo,LevelTwo,NotGood,no
19,LevelTwo,LevelTwo,0,Islam,No,LevelTwo,LevelTwo,Good,no
46,LevelOne,LevelTwo,3,Islam,No,LevelTwo,LevelOne,NotGood,no
39,LevelOne,LevelTwo,2,Islam,No,LevelThree,LevelOne,NotGood,no
30,LevelThree,LevelFour,5,Islam,No,LevelOne,LevelFour,Good,no
40,LevelTwo,LevelTwo,8,Islam,No,LevelTwo,LevelTwo,Good,no
43,LevelOne,LevelTwo,1,Islam,No,LevelThree,LevelFour,NotGood,no
29,LevelThree,LevelFour,4,Islam,Yes,LevelOne,LevelThree,Good,no
23,LevelThree,LevelThree,2,Islam,No,LevelThree,LevelThree,Good,no
24,LevelTwo,LevelTwo,3,Islam,No,LevelTwo,LevelFour,Good,no
47,LevelThree,LevelThree,2,Islam,No,LevelTwo,LevelFour,Good,no
35,LevelThree,LevelThree,2,Islam,Yes,LevelTwo,LevelTwo,Good,no
19,LevelThree,LevelThree,1,Islam,No,LevelTwo,LevelFour,Good,no
45,LevelTwo,LevelThree,4,Islam,Yes,LevelTwo,LevelFour,Good,no
42,LevelTwo,LevelFour,2,Islam,No,LevelThree,LevelFour,Good,no
47,LevelOne,LevelOne,1,Islam,No,LevelThree,LevelFour,Good,no
25,LevelTwo,LevelTwo,2,Islam,No,LevelThree,LevelOne,Good,no
20,LevelTwo,LevelThree,3,Islam,No,LevelThree,LevelFour,Good,no
33,LevelThree,LevelThree,6,Islam,No,LevelThree,LevelFour,Good,yes
46,LevelFour,LevelThree,5,Islam,No,LevelOne,LevelFour,Good,yes
35,LevelFour,LevelFour,4,Islam,No,LevelOne,LevelFour,Good,yes
26,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelFour,Good,yes
36,LevelThree,LevelThree,5,Islam,Yes,LevelOne,LevelThree,Good,yes
37,LevelThree,LevelFour,3,Islam,No,LevelOne,LevelThree,Good,yes
44,LevelTwo,LevelFour,4,Islam,No,LevelThree,LevelThree,Good,yes
32,LevelFour,LevelFour,2,Islam,No,LevelOne,LevelFour,Good,yes
25,LevelTwo,LevelFour,6,Islam,No,LevelThree,LevelFour,Good,yes
42,LevelTwo,LevelThree,7,Islam,No,LevelThree,LevelFour,Good,yes
30,LevelFour,LevelFour,2,NonIslam,Yes,LevelOne,LevelFour,Good,yes
39,LevelFour,LevelFour,4,Islam,No,LevelOne,LevelFour,Good,yes
26,LevelOne,LevelOne,2,Islam,No,LevelThree,LevelFour,Good,yes
30,LevelTwo,LevelFour,3,Islam,No,LevelThree,LevelFour,Good,yes
38,LevelFour,LevelFour,4,NonIslam,Yes,LevelOne,LevelTwo,Good,yes
23,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelTwo,Good,yes
18,LevelThree,LevelFour,1,Islam,No,LevelThree,LevelFour,Good,yes
25,LevelThree,LevelFour,3,Islam,No,LevelTwo,LevelThree,Good,yes
37,LevelFour,LevelFour,2,Islam,Yes,LevelThree,LevelThree,Good,yes
20,LevelThree,LevelFour,1,Islam,No,LevelThree,LevelTwo,Good,yes
45,LevelFour,LevelFour,7,Islam,No,LevelOne,LevelFour,Good,yes
28,LevelTwo,LevelOne,2,Islam,Yes,LevelThree,LevelThree,Good,yes
33,LevelTwo,LevelTwo,3,Islam,No,LevelTwo,LevelThree,Good,yes
28,LevelTwo,LevelThree,2,Islam,No,LevelThree,LevelThree,Good,yes
30,LevelTwo,LevelFour,1,Islam,Yes,LevelThree,LevelFour,Good,yes
32,LevelFour,LevelFour,4,Islam,No,LevelTwo,LevelFour,Good,yes
48,LevelFour,LevelThree,7,Islam,Yes,LevelTwo,LevelFour,Good,yes
46,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelFour,Good,yes
32,LevelFour,LevelFour,2,NonIslam,Yes,LevelOne,LevelFour,Good,yes
49,LevelFour,LevelFour,10,Islam,No,LevelOne,LevelFour,Good,yes
33,LevelTwo,LevelTwo,6,Islam,Yes,LevelThree,LevelFour,Good,yes
39,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,yes
35,LevelFour,LevelFour,5,NonIslam,Yes,LevelOne,LevelFour,Good,yes
36,LevelFour,LevelFour,3,NonIslam,No,LevelOne,LevelThree,Good,yes
20,LevelThree,LevelFour,1,Islam,No,LevelTwo,LevelFour,Good,yes
23,LevelFour,LevelFour,1,Islam,No,LevelThree,LevelFour,Good,yes
26,LevelTwo,LevelFour,2,Islam,No,LevelOne,LevelThree,Good,yes
25,LevelThree,LevelThree,1,Islam,No,LevelThree,LevelOne,Good,yes
31,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelFour,Good,yes
36,LevelFour,LevelFour,2,Islam,No,LevelTwo,LevelFour,Good,yes
32,LevelThree,LevelThree,2,Islam,Yes,LevelThree,LevelFour,Good,yes
36,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,yes
40,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,yes
46,LevelFour,LevelFour,4,Islam,No,LevelOne,LevelFour,Good,yes
42,LevelFour,LevelFour,8,NonIslam,No,LevelOne,LevelFour,Good,yes
39,LevelFour,LevelFour,4,Islam,Yes,LevelOne,LevelFour,Good,yes
34,LevelFour,LevelFour,2,Islam,No,LevelOne,LevelFour,Good,yes
36,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,yes
37,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,yes
36,LevelFour,LevelFour,4,NonIslam,No,LevelOne,LevelFour,Good,yes
38,LevelFour,LevelFour,2,Islam,No,LevelOne,LevelFour,Good,yes
27,LevelThree,LevelThree,1,NonIslam,Yes,LevelTwo,LevelFour,Good,yes
37,LevelFour,LevelThree,8,Islam,No,LevelOne,LevelFour,Good,yes
24,LevelOne,LevelFour,1,Islam,Yes,LevelFour,LevelTwo,NotGood,yes
42,LevelTwo,LevelFour,8,Islam,No,LevelOne,LevelFour,Good,yes
31,LevelFour,LevelFour,3,NonIslam,Yes,LevelFour,LevelFour,Good,yes
34,LevelTwo,LevelThree,2,Islam,No,LevelThree,LevelThree,Good,yes
34,LevelFour,LevelFour,4,Islam,No,LevelThree,LevelThree,Good,yes
36,LevelFour,LevelFour,4,NonIslam,Yes,LevelOne,LevelFour,Good,yes
47,LevelFour,LevelFour,8,Islam,No,LevelOne,LevelFour,Good,yes
34,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,yes
44,LevelFour,LevelFour,6,NonIslam,No,LevelOne,LevelThree,Good,yes
21,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelFour,Good,yes
42,LevelFour,LevelFour,6,Islam,No,LevelOne,LevelThree,Good,yes
44,LevelFour,LevelFour,4,Islam,Yes,LevelTwo,LevelThree,Good,yes
19,LevelFour,LevelFour,1,Islam,No,LevelTwo,LevelThree,Good,yes
35,LevelOne,LevelThree,7,Islam,Yes,LevelTwo,LevelThree,NotGood,yes
24,LevelFour,LevelFour,1,Islam,No,LevelThree,LevelTwo,Good,yes
32,LevelThree,LevelFour,7,NonIslam,No,LevelOne,LevelThree,Good,yes
31,LevelThree,LevelThree,2,Islam,Yes,LevelThree,LevelThree,Good,yes
47,LevelThree,LevelFour,11,Islam,Yes,LevelTwo,LevelThree,Good,yes
38,LevelFour,LevelFour,6,Islam,Yes,LevelThree,LevelThree,Good,yes
40,LevelFour,LevelFour,4,Islam,No,LevelOne,LevelThree,Good,yes
35,LevelThree,LevelThree,4,Islam,No,LevelThree,LevelTwo,Good,yes
26,LevelThree,LevelFour,3,Islam,No,LevelThree,LevelFour,Good,yes
23,LevelFour,LevelThree,3,Islam,No,LevelThree,LevelThree,Good,yes
40,LevelFour,LevelFour,6,NonIslam,Yes,LevelOne,LevelFour,Good,yes
37,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,yes
39,LevelFour,LevelFour,5,Islam,No,LevelTwo,LevelFour,Good,yes
25,LevelFour,LevelFour,2,Islam,No,LevelTwo,LevelFour,Good,yes
48,LevelFour,LevelFour,4,NonIslam,No,LevelOne,LevelFour,Good,yes
31,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,yes
26,LevelFour,LevelFour,1,NonIslam,No,LevelTwo,LevelFour,Good,yes
44,LevelFour,LevelFour,5,Islam,Yes,LevelOne,LevelFour,Good,yes
29,LevelFour,LevelFour,1,Islam,Yes,LevelTwo,LevelFour,Good,yes
36,LevelTwo,LevelOne,6,Islam,No,LevelTwo,LevelOne,Good,yes
29,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelThree,Good,yes
37,LevelTwo,LevelThree,7,Islam,No,LevelThree,LevelFour,Good,yes
28,LevelThree,LevelThree,3,Islam,No,LevelOne,LevelTwo,Good,yes
40,LevelTwo,LevelThree,6,Islam,No,LevelOne,LevelTwo,Good,yes
33,LevelFour,LevelFour,4,Islam,No,LevelOne,LevelFour,Good,yes
22,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelTwo,Good,yes
35,LevelThree,LevelFour,5,Islam,Yes,LevelOne,LevelThree,NotGood,yes
32,LevelFour,LevelFour,3,NonIslam,No,LevelThree,LevelThree,Good,yes
35,LevelFour,LevelFour,5,Islam,Yes,LevelOne,LevelThree,Good,yes
29,LevelFour,LevelFour,2,Islam,No,LevelOne,LevelFour,Good,yes
23,LevelThree,LevelThree,2,Islam,Yes,LevelThree,LevelFour,Good,yes
35,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelFour,Good,yes
36,LevelFour,LevelFour,3,Islam,Yes,LevelTwo,LevelFour,Good,yes
32,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelFour,Good,yes
30,LevelFour,LevelOne,4,Islam,No,LevelThree,LevelThree,Good,yes
36,LevelFour,LevelFour,4,NonIslam,No,LevelTwo,LevelFour,Good,yes
33,LevelFour,LevelFour,3,Islam,No,LevelThree,LevelFour,Good,yes
33,LevelThree,LevelFour,5,NonIslam,No,LevelThree,LevelThree,Good,yes
43,LevelTwo,LevelFour,13,Islam,No,LevelTwo,LevelThree,Good,yes
35,LevelThree,LevelThree,6,Islam,No,LevelTwo,LevelThree,Good,yes
38,LevelFour,LevelFour,5,Islam,No,LevelOne,LevelThree,Good,yes
25,LevelThree,LevelOne,4,Islam,No,LevelThree,LevelOne,Good,yes
26,LevelThree,LevelThree,2,Islam,No,LevelThree,LevelTwo,Good,yes
24,LevelFour,LevelFour,1,Islam,No,LevelThree,LevelFour,Good,yes
22,LevelThree,LevelFour,1,Islam,No,LevelFour,LevelFour,Good,yes
33,LevelTwo,LevelThree,5,Islam,Yes,LevelTwo,LevelOne,Good,yes
45,LevelThree,LevelThree,7,Islam,No,LevelThree,LevelFour,Good,yes
29,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelThree,Good,yes
47,LevelTwo,LevelTwo,7,Islam,No,LevelTwo,LevelFour,Good,yes
36,LevelThree,LevelTwo,6,Islam,No,LevelThree,LevelTwo,Good,yes
45,LevelThree,LevelThree,8,Islam,No,LevelTwo,LevelThree,Good,yes
47,LevelFour,LevelFour,6,Islam,Yes,LevelOne,LevelFour,Good,yes
43,LevelThree,LevelFour,2,Islam,Yes,LevelTwo,LevelFour,Good,yes
44,LevelFour,LevelFour,7,Islam,No,LevelThree,LevelTwo,Good,yes
24,LevelTwo,LevelFour,2,Islam,No,LevelThree,LevelThree,Good,yes
28,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelThree,Good,yes
34,LevelFour,LevelFour,5,Islam,No,LevelThree,LevelFour,Good,yes
31,LevelThree,LevelFour,4,Islam,No,LevelOne,LevelThree,Good,yes
27,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,yes
27,LevelThree,LevelThree,1,Islam,Yes,LevelThree,LevelFour,Good,yes
26,LevelFour,LevelFour,1,Islam,Yes,LevelOne,LevelThree,Good,yes
36,LevelThree,LevelFour,7,Islam,No,LevelTwo,LevelTwo,Good,yes
35,LevelFour,LevelFour,4,NonIslam,No,LevelThree,LevelThree,Good,yes
38,LevelFour,LevelFour,6,Islam,No,LevelThree,LevelThree,Good,yes
44,LevelFour,LevelFour,7,Islam,No,LevelTwo,LevelFour,Good,yes
25,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelFour,Good,yes
25,LevelFour,LevelFour,2,NonIslam,No,LevelOne,LevelThree,Good,yes
41,LevelFour,LevelFour,4,Islam,No,LevelOne,LevelFour,Good,yes
41,LevelThree,LevelFour,5,Islam,No,LevelOne,LevelThree,Good,yes
24,LevelFour,LevelFour,1,Islam,Yes,LevelOne,LevelFour,Good,yes
33,LevelFour,LevelFour,3,Islam,No,LevelThree,LevelThree,Good,yes
29,LevelFour,LevelFour,3,Islam,Yes,LevelThree,LevelThree,Good,yes
47,LevelFour,LevelFour,4,Islam,Yes,LevelOne,LevelFour,Good,yes
28,LevelFour,LevelFour,4,Islam,No,LevelOne,LevelThree,Good,yes
21,LevelTwo,LevelTwo,1,Islam,No,LevelThree,LevelTwo,Good,yes
32,LevelThree,LevelThree,6,Islam,Yes,LevelThree,LevelThree,Good,yes
30,LevelThree,LevelFour,2,Islam,No,LevelOne,LevelFour,Good,yes
37,LevelFour,LevelFour,5,Islam,No,LevelThree,LevelFour,Good,yes
29,LevelFour,LevelThree,4,Islam,Yes,LevelThree,LevelTwo,Good,yes
38,LevelFour,LevelFour,3,Islam,Yes,LevelOne,LevelFour,Good,yes
49,LevelThree,LevelThree,11,Islam,No,LevelOne,LevelFour,Good,yes
41,LevelThree,LevelThree,5,Islam,No,LevelOne,LevelFour,Good,yes
43,LevelThree,LevelFour,5,Islam,No,LevelThree,LevelTwo,NotGood,yes
47,LevelOne,LevelOne,10,Islam,No,LevelThree,LevelThree,Good,yes
22,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelThree,Good,yes
27,LevelFour,LevelFour,1,NonIslam,Yes,LevelOne,LevelFour,Good,yes
34,LevelThree,LevelFour,2,NonIslam,No,LevelTwo,LevelThree,Good,yes
42,LevelThree,LevelThree,4,Islam,No,LevelTwo,LevelFour,Good,yes
39,LevelFour,LevelFour,3,NonIslam,Yes,LevelOne,LevelFour,Good,yes
36,LevelFour,LevelFour,3,NonIslam,No,LevelTwo,LevelFour,Good,yes
21,LevelFour,LevelFour,1,Islam,No,LevelTwo,LevelOne,Good,yes
36,LevelThree,LevelFour,4,NonIslam,Yes,LevelTwo,LevelFour,Good,yes
25,LevelTwo,LevelThree,1,Islam,Yes,LevelFour,LevelFour,Good,yes
41,LevelFour,LevelFour,4,NonIslam,Yes,LevelTwo,LevelFour,Good,yes
32,LevelFour,LevelFour,4,NonIslam,Yes,LevelTwo,LevelFour,Good,yes
41,LevelFour,LevelFour,4,NonIslam,Yes,LevelTwo,LevelFour,Good,yes
43,LevelFour,LevelFour,3,NonIslam,No,LevelOne,LevelFour,Good,yes
35,LevelFour,LevelFour,3,Islam,No,LevelTwo,LevelThree,Good,yes
24,LevelFour,LevelFour,2,Islam,Yes,LevelOne,LevelThree,Good,yes
43,LevelFour,LevelFour,6,Islam,No,LevelOne,LevelFour,Good,yes
48,LevelFour,LevelFour,7,NonIslam,No,LevelOne,LevelFour,Good,yes
28,LevelFour,LevelFour,2,Islam,No,LevelOne,LevelThree,Good,yes
24,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelFour,Good,yes
42,LevelFour,LevelFour,3,Islam,Yes,LevelOne,LevelFour,Good,yes
39,LevelFour,LevelFour,3,Islam,No,LevelOne,LevelFour,Good,yes
24,LevelFour,LevelFour,1,Islam,No,LevelOne,LevelFour,Good,yes
33,LevelFour,LevelThree,5,Islam,No,LevelTwo,LevelFour,Good,yes
29,LevelFour,LevelFour,2,Islam,No,LevelThree,LevelFour,Good,yes
44,LevelFour,LevelFour,5,Islam,No,LevelOne,LevelFour,Good,yes
17,LevelFour,LevelFour,1,Islam,No,LevelTwo,LevelFour,Good,yes
